_id,userInputData.cleanedUrl,userInputData.hashedUrl,userInputData.isRedirection,userInputData.isUsingHTTPS,userInputData.isUsingWordPress,userInputData.msgBankName,userInputData.originalUrl,userInputData.resolvedUrl,userInputData.riskScore,userInputData.riskmsg,userInputData.spamMsg
6511d96ba49cf5c435c72dc4,hdfcbank.com,7ec24d512ab3557f019cbb0b000d2d7f,[Safe-100],false,false,HDFCBANKBK,https://rb.gy/e7au2,https://www.hdfcbank.com/,75,"[DANGER] - Suspecious Mesaages Alert!!, Risk Score is: 75 | -[SPAM MESSAGE]",Urgent Action Required: HDFC Bank Account verification pending. Use the official HDFC Bank URL: https://rb.gy/e7au2 to prevent account suspension.
6512883d4272654bd27150e0,shorturl.ac,4a881326259bc1a4cc6d190624e42762,[Safe-100],true,false,SBIBK,https://shorturl.ac/sbibank,https://shorturl.ac/,90,"[DANGER] - Suspecious Mesaages Alert!!, Risk Score is: 90 | -[SPAM MESSAGE]",Alert! Your SBI Bank Account is at risk due to incomplete PAN card update. Use the provided URL: https://shorturl.ac/sbibank to avoid account deactivation.
65128b764272654bd27150e1,puneurbanbank.in,07946cb526f022975b1a4f5685619f82,[Safe-100],true,false,NULLBANKNAME,https://puneurbanbank.in,https://puneurbanbank.in/,32,"This: puneurbanbank.in, is a geniune bank URL, Risk Score is 32",https://puneurbanbank.in
65129d9904b870ddc7489fb3,nps.lenskart.com,d84de6a1af556213bbba06dc334f0d6a,[Danger-0],false,false,NULLBANKNAME,lnskt.co/UxS27kQT,https://nps.lenskart.com/wtnraDRxcMVYkYWu8BhxWwXLFwRquWSCtj7A3k7SQcgPFiuMame79gTo9qkXFYuN,92,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 92 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",lnskt.co/UxS27kQT
65129fe404b870ddc7489fba,sbi.co.in,3e8407c29a5dc6261d67eb80dd55c7b7,[Safe-100],true,false,SBIBK,https://sbi.co.in,https://sbi.co.in/,25,"Bank Name and Bank URL Matched!!, Risk Score is: 25 | - Possibly a Geniune bank URL","Alert! Your HDFC, Axis, ICICI, BOB, Paytm, SBI Bank Account is at risk due to incomplete PAN card update. Use the provided URL: https://sbi.co.in to avoid account deactivation."
65129e2104b870ddc7489fb5,sbi.co.in,3e8407c29a5dc6261d67eb80dd55c7b7,[Safe-100],true,false,NULLBANKNAME,https://sbi.co.in,https://sbi.co.in/,25,"This: sbi.co.in, is a geniune bank URL, Risk Score is 25","Dear Customer, ALERT: You have accessed profile section of your Internet Banking on 29/07/2022 at 00:28 AM. If not, please change your passwords immediately at https://sbi.co.in"
65129edd04b870ddc7489fb7,lnskt.co,84eff6a873f9ca0a9fed705cb0a87e68,[Danger-10],true,false,NULLBANKNAME,http://lnskt.co/UxS27kQT,https://lnskt.co/,85,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 85 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",http://lnskt.co/UxS27kQT http://lnskt.co/UxS27kQT
65129ee604b870ddc7489fb8,idbibank.in,a972aa70a2a342f000c0da60e92bfaea,[Danger-10],true,false,NULLBANKNAME,https://www.idbibank.in/,https://www.idbibank.in/,25,"This: idbibank.in, is a geniune bank URL, Risk Score is 25",https://www.idbibank.in/
65149c681eac40b53f8e5120,axisbank.com,37af332d2546669487a890b2b81268f5,[Safe-100],true,false,HDFCBANKBK,https://www.axisbank.com/bank-smart/sms-banking/instructions-and-keywords,https://www.axisbank.com/,50,"Bank URL Matched, but Bank Name does not matched!!, Risk Score is: 50 | Possibly a Geniune bank URL",https://www.axisbank.com/bank-smart/sms-banking/instructions-and-keywords hdfc bank
65141ad5e33fa3c89ccb30cf,lenskart.com,ddfc4062bfdb4ee67eeca0cf0c351af8,[Safe-100],true,false,NULLBANKNAME,lnskt.co/UxS27kQT,https://www.lenskart.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",Liked your shopping experience? We would love to hear from you about your Lenskart order#1275855311 at lnskt.co/UxS27kQT 
65149cea1eac40b53f8e5121,google.com,1d5920f4b44b27a802bd77c4f0536f5a,[Danger-10],true,false,HDFCBANKBK,Google.com,https://www.google.com/,85,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 85 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",Google.com your hdfc bank account is blocked 
65129e9404b870ddc7489fb6,icicibank.com,b199efcdbb7e5ef78023b83cf49648f1,[Safe-100],true,false,NULLBANKNAME,icicibank.com,https://www.icicibank.com/,20,"This: icicibank.com, is a geniune bank URL, Risk Score is 20","Dear Customer, ALERT: You have accessed profile section of your Internet Banking on 29/07/2022 at 00:28 AM. If not, please change your passwords immediately at icicibank.com"
6512a15e69a80da497672a67,hdfcbank.com,7ec24d512ab3557f019cbb0b000d2d7f,[Safe-100],false,false,HDFCBANKBK,https://rb.gy/e7au2,https://www.hdfcbank.com/,25,"Bank Name and Bank URL Matched!!, Risk Score is: 25 | - Possibly a Geniune bank URL",Urgent Action Required: HDFC Bank Account verification pending. Use the official HDFC Bank URL: https://rb.gy/e7au2 to prevent account suspension.
6516caa85e62326e19f3cacd,fraud.com,d0384bffcbbfa805ce9cea1a5e8f0377,[Danger-0],false,true,PNBINDIABK,https://shorturl.ac/icicibank,https://www.fraud.com/,100,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 100 | -[POSSIBILY A SPAM ON BEHALF OF BANK]","Hey Attention!!, Your PNB Bank Customer Account has been locked due to incomplete KYC. Send fine 500 Rupees or active within 1 days with this URL: https://shorturl.ac/icicibank"
6516cfb48dad59df191aa752,db.com,9f7a06828bf64d461f78c1bbf2b01aa8,[Safe-100],true,false,NULLBANKNAME,https://www.db.com,https://www.db.com/index?language_id=1&kid=sl.redirect-en.shortcut,25,"This: db.com, is a geniune bank URL, Risk Score is 25",https://www.db.com
6516d058a345d46d56e1a8d9,svsbl.in,060495765c405c70a258cd2df80e9e61,[Safe-100],true,true,NULLBANKNAME,https://svsbl.in/,https://svsbl.in/,30,"This: svsbl.in, is a geniune bank URL, Risk Score is 30",https://svsbl.in/
6516d0caa345d46d56e1a8dc,kvb.co.in,4f007b801f2c558bbee8b2c42fc31540,[Safe-100],true,false,NULLBANKNAME,https://www.kvb.co.in,https://www.kvb.co.in/,20,"This: kvb.co.in, is a geniune bank URL, Risk Score is 20",https://www.kvb.co.in
6516d0cea345d46d56e1a8dd,kotak.com,eb6db377185b1241edfcaa936f8c1ead,[Safe-100],true,false,NULLBANKNAME,https://www.kotak.com,https://www.kotak.com/en/home.html,20,"This: kotak.com, is a geniune bank URL, Risk Score is 20",https://www.kotak.com
6516d0d5a345d46d56e1a8e0,tbsbl.com,609110104fd0f783518744febece4b2b,[Safe-100],true,false,NULLBANKNAME,https://tbsbl.com,https://tbsbl.com/,25,"This: tbsbl.com, is a geniune bank URL, Risk Score is 25",https://tbsbl.com
6516d55a557bb34faea90132,youtube.com,14dd5266c70789bdc806364df4586335,[Safe-100],true,false,NULLBANKNAME,https://www.youtube.com/,https://www.youtube.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",https://www.youtube.com/
651c73adfda3815ac2595602,bccb.co.in,32cd2f8c32630685284a0e468ce2d28a,[Safe-100],true,true,BCCBBK,https://www.bccb.co.in,https://www.bccb.co.in/,30,"Bank Name and Bank URL Matched!!, Risk Score is: 30 | - Possibly a Geniune bank URL",bassein catholic co-operative https://www.bccb.co.in
6515cdd9412c458c142aae44,hdfcbank.com,7ec24d512ab3557f019cbb0b000d2d7f,[Safe-100],false,false,KOTAKBK,https://rb.gy/e7au2,https://www.hdfcbank.com/,50,"Bank URL Matched, but Bank Name does not matched!!, Risk Score is: 50 | Possibly a Geniune bank URL",URL: https://rb.gy/e7au2 to prevent account suspension. Kotak
651c759bfa866f475598f5ee,pucb.co.in,d0198043783d138ddbabfe6f404fac1c,[Safe-100],true,false,UCBLBBK,https://pucb.co.in,https://pucb.co.in/,50,"Bank URL Matched, but Bank Name does not matched!!, Risk Score is: 50 | Possibly a Geniune bank URL",pali urban co-operative bank ltd https://pucb.co.in
6516d04fa345d46d56e1a8d8,mnsbl.in,761199adbd32875d0eba68c755bd8b05,[Safe-100],true,false,NULLBANKNAME,https://www.mnsbl.in/,https://www.mnsbl.in/,25,"This: mnsbl.in, is a geniune bank URL, Risk Score is 25",https://www.mnsbl.in/
6516d0a2a345d46d56e1a8da,dbs.com,233f8e7fc8385da4a137cf8f5ee4abb7,[Safe-100],false,false,DBSBK,https://www.dbs.com,https://www.dbs.com/in/index/default.page,25,"Bank Name and Bank URL Matched!!, Risk Score is: 25 | - Possibly a Geniune bank URL",https://www.dbs.com	DBS Digibank
6516d0f8a345d46d56e1a8e3,tscab.org,82bcdd006a16ddeb0ebc7ed57fd27a7f,false,true,true,NULLBANKNAME,https://tscab.org,https://tscab.org/,45,"This: tscab.org, is a geniune bank URL, Risk Score is 45",https://tscab.org
651c5c14b3f2a9541d1fa91e,sbi.co.in,3e8407c29a5dc6261d67eb80dd55c7b7,[Safe-100],true,false,HDFCBANKBK,https://sbi.co.in,https://sbi.co.in/,50,"Bank URL Matched, but Bank Name does not matched!!, Risk Score is: 50 | Possibly a Geniune bank URL",hdfc https://sbi.co.in
651c5e367abbd1e20b82ff6b,bankofindia.fr,3a726e3103ab077f3358c8e97f5dc220,null,true,false,NULLBANKNAME,www.bankofindia.fr,https://bankofindia.fr/,95,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 95 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",www.bankofindia.fr
651c604a705c94c20dc32113,hdfc.com,c4bdbae9332889f96193dbe62125a6c0,[Safe-100],true,false,HDFCBANKBK,hdfc.com,https://www.hdfc.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",hdfc.com
65257c2a8d3f9d6ac6c46258,sbicard.com,c58fa33686936800ead8ab76a4f7a4ed,[Safe-100],true,false,NULLBANKNAME,https://l01.in/bo2an4!83g49rk/,https://www.sbicard.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",https://l01.in/bo2an4!83g49rk/
65257f138de28ecfd655d397,harghartiranga.com,b97134eaefcd32a5c7715c4f78477c8e,[Safe-100],true,false,NULLBANKNAME,http://harghartiranga.com/,https://harghartiranga.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",http://harghartiranga.com/
65257f3d8de28ecfd655d39b,hdfcbk.io,d278894472a522db722b5436566922c9,[Safe-100],true,false,HDFCBANKBK,hdfcbk.io/F56641B83LXQ,https://hdfcbk.io/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]","Dear Customer, Your reward: Rs.2000 voucher! Just make 2 EasyEMI transactions via HDFC Bank Credit Card.
Shop, save, & win!
Know more: hdfcbk.io/F56641B83LXQ"
65279be4a0f57ddc8ff0cad1,figma.com,e7482091ff6a6080fffa6f41f5cd350e,[Safe-100],true,false,NULLBANKNAME,https://www.figma.com/proto/DAVGuoA7wXLwy9loDxVFFI/Grameen-app_V3?type=design&node-id=40-17965&t=nh3GS3h9z5NbamWY-1&scaling=scale-down&page-id=0%3A1&starting-point-node-id=40%3A17931&mode=design,https://www.figma.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",https://www.figma.com/proto/DAVGuoA7wXLwy9loDxVFFI/Grameen-app_V3?type=design&node-id=40-17965&t=nh3GS3h9z5NbamWY-1&scaling=scale-down&page-id=0%3A1&starting-point-node-id=40%3A17931&mode=design
6516cf998dad59df191aa750,iob.in,698102ebb92dff4685c0be806e9dd608,[Safe-100],true,false,NULLBANKNAME,https://www.iob.in,https://www.iob.in/,20,"This: iob.in, is a geniune bank URL, Risk Score is 20",https://www.iob.in
6516cff4a345d46d56e1a8c5,apgb.in,b085a199aecc147633f8c78023e1dc23,[Safe-100],true,false,NULLBANKNAME,https://www.apgb.in,https://www.apgb.in/,35,"This: apgb.in, is a geniune bank URL, Risk Score is 35",https://www.apgb.in
6516d008a345d46d56e1a8cd,jkgb.in,b384c95986ea0023acab1be7b6523ace,[Safe-100],true,false,NULLBANKNAME,https://www.jkgb.in,https://www.jkgb.in/,25,"This: jkgb.in, is a geniune bank URL, Risk Score is 25",https://www.jkgb.in
6516d019a345d46d56e1a8ce,tmb.in,7de8d2d67de4673fdd461931d50834a1,[Safe-100],false,false,NULLBANKNAME,https://tmb.in,https://tmb.in/,25,"This: tmb.in, is a geniune bank URL, Risk Score is 25",https://tmb.in
6516d01fa345d46d56e1a8d0,jcub.in,0b5c77cf5e6fe3b5862829a3d301af8b,[Safe-100],true,true,NULLBANKNAME,https://jcub.in/,https://jcub.in/,30,"This: jcub.in, is a geniune bank URL, Risk Score is 30",https://jcub.in/
6516d021a345d46d56e1a8d1,gcbl.in,b35722d1fa08b8d337b6947287b11479,[Safe-100],true,false,NULLBANKNAME,https://www.gcbl.in/,https://www.gcbl.in/,25,"This: gcbl.in, is a geniune bank URL, Risk Score is 25",https://www.gcbl.in/
6516d02ea345d46d56e1a8d4,citi.com,911c44d2826f5924422be0f9b52e2545,[Safe-100],true,false,NULLBANKNAME,https://www.citi.com,https://www.citi.com/,25,"This: citi.com, is a geniune bank URL, Risk Score is 25",https://www.citi.com
6516d46da345d46d56e1a8e6,google.com,1d5920f4b44b27a802bd77c4f0536f5a,[Danger-10],true,false,NULLBANKNAME,google.com,https://www.google.com/,95,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 95 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",google.com
651c603b705c94c20dc32112,tata.com,4277dd2f6633e717cabe48d025f7925c,[Safe-100],true,false,NULLBANKNAME,tata.com,https://www.tata.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",tata.com
652581cc8de28ecfd655d3a3,paisabazaar.com,a1063c6a7b6db5cca4727ab7c665bf71,[Danger-0],false,false,NULLBANKNAME,paisab.in/p/3913650405,https://www.paisabazaar.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",paisab.in/p/3913650405
652799a0489e82e19346fb35,pvrcinemas.com,cabd8f080ec9cfb536d95921b5d5b97d,[Safe-100],true,false,NULLBANKNAME,https://cutt.ly/INHz6V5,https://www.pvrcinemas.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",Get Rs.100 OFF on your PVR movie ticket! Use code APP100 on your 1st PVR App booking and enjoy DOUBLE XL  on the big screen. https://cutt.ly/INHz6V5
652799b4489e82e19346fb37,mntr.se,bbd305efa10e29dcff0ccd80b6bedeb2,[Safe-100],false,false,NULLBANKNAME,http://mntr.se/3yul34434kl/,https://mntr.se/,85,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 85 | -[POSSIBILY A SPAM ON BEHALF OF BANK]","Hope your bag of joy brought a smile to your face.  We'd love to hear about your experience: http://mntr.se/3yul34434kl/ . - Team Myntra."
6512a070a005fe17b9ec5cbf,sbimf.com,afc3df05656e5a7e937aeb9326bc1c66,false,true,false,NULLBANKNAME,sbimf.com,https://www.sbimf.com/,95,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 95 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",sbimf.com
6516cf9d8dad59df191aa751,sc.com,7d3f94a87b47d10d8a894c368fdece76,[Safe-100],true,false,NULLBANKNAME,https://www.sc.com,https://www.sc.com/,28,"This: sc.com, is a geniune bank URL, Risk Score is 28",https://www.sc.com
6516cfffa345d46d56e1a8cb,dbgb.in,073ab52bb63d7c069589518c470be1da,[Safe-100],true,false,NULLBANKNAME,https://www.dbgb.in,https://www.dbgb.in/,25,"This: dbgb.in, is a geniune bank URL, Risk Score is 25",https://www.dbgb.in
6516d0c8a345d46d56e1a8db,csb.co.in,bfdb79110d960a2b4d7b331c05791c36,[Safe-100],true,false,NULLBANKNAME,https://www.csb.co.in,https://www.csb.co.in/,25,"This: csb.co.in, is a geniune bank URL, Risk Score is 25",https://www.csb.co.in
6516d0d2a345d46d56e1a8df,aubank.in,f8eeaa05154101c6d59466d71be7b712,[Safe-100],true,false,NULLBANKNAME,https://www.aubank.in,https://www.aubank.in/,25,"This: aubank.in, is a geniune bank URL, Risk Score is 25",https://www.aubank.in
651c69cf705c94c20dc32116,hdfc.com,c4bdbae9332889f96193dbe62125a6c0,[Safe-100],true,false,NULLBANKNAME,https://www.hdfc.com/,https://www.hdfc.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",https://www.hdfc.com/
651c737dfda3815ac2595600,bccb.co.in,32cd2f8c32630685284a0e468ce2d28a,[Safe-100],true,true,NULLBANKNAME,https://www.bccb.co.in,https://www.bccb.co.in/,30,"This: bccb.co.in, is a geniune bank URL, Risk Score is 30",iosasdb https://www.bccb.co.in
65279b3ea0f57ddc8ff0cacb,microsoft.com,ff5c054c7cd6924c570f944007ccf076,[Safe-100],false,false,NULLBANKNAME,https://aka.ms/authapp,https://www.microsoft.com/en-in/,85,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 85 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",Use 1419145 as Microsoft account security code. Go passwordless with Microsoft Authenticator https://aka.ms/authapp
6527a2b9277eb806d6d52fe9,facebook.com,2343ec78a04c6ea9d80806345d31fd78,[Safe-100],true,false,NULLBANKNAME,https://web.whatsapp.com,https://www.facebook.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",https://web.whatsapp.com
6527ce5e1e3edadb7521bcee,free-url-shortener.rb.gy,00f670ab960802a92a2184bd2960a880,[Safe-100],true,false,SBIBK,https://rb.gy/e7au2,https://free-url-shortener.rb.gy/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]","Urgent Action Required: HDFC Bank Account verification pending. Use the official HDFC Bank URL: https://rb.gy/e7au2 to prevent account suspension.

Alert! Your SBI Bank Account is at risk due to incomplete PAN card update. Use the provided URL: https://shorturl.ac/sbibank to avoid account deactivation.

"
6516cff7a345d46d56e1a8c7,dbs.com,233f8e7fc8385da4a137cf8f5ee4abb7,[Safe-100],false,false,NULLBANKNAME,https://www.dbs.com,https://www.dbs.com/in/index/default.page,25,"This: dbs.com, is a geniune bank URL, Risk Score is 25",https://www.dbs.com
6516d003a345d46d56e1a8cc,knsb.in,a96267aea1e13a0e2e4b797d5f6e854a,[Safe-100],true,false,NULLBANKNAME,https://www.knsb.in,https://www.knsb.in/,25,"This: knsb.in, is a geniune bank URL, Risk Score is 25",https://www.knsb.in
6516d025a345d46d56e1a8d2,hsbc.com,3a3c83c92411f2f74bd2aada2b5cc10b,[Safe-100],true,false,NULLBANKNAME,https://www.hsbc.com,https://www.hsbc.com/,25,"This: hsbc.com, is a geniune bank URL, Risk Score is 25",https://www.hsbc.com
6516d031a345d46d56e1a8d5,bucb.com,e368f8d7b36568196857c9cd8a1e7605,[Safe-100],true,true,NULLBANKNAME,https://bucb.com/,https://bucb.com/,30,"This: bucb.com, is a geniune bank URL, Risk Score is 30",https://bucb.com/
6516d04da345d46d56e1a8d7,bdccb.in,0b5a73ee24f7faebac68e0f80562e130,[Safe-100],true,true,NULLBANKNAME,https://www.bdccb.in/,https://www.bdccb.in/,30,"This: bdccb.in, is a geniune bank URL, Risk Score is 30",https://www.bdccb.in/
6516d0daa345d46d56e1a8e2,tgbhyd.in,ef4f8520038acb7caf302a87e0e3b89c,[Safe-100],true,false,NULLBANKNAME,https://tgbhyd.in,https://tgbhyd.in/,25,"This: tgbhyd.in, is a geniune bank URL, Risk Score is 25",https://tgbhyd.in
652799ca489e82e19346fb39,paytm.com,93b38bce40a3b690b3eb69bf81ba022f,[Safe-100],true,false,PAYTMBANKBK,https://m.paytm.me/sm_6,https://paytm.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",You have linked bank a/c  2401XXXXXXXX578 with your BHIM UPI profile using Paytm. Send money to friends & family via PPBL UPI https://m.paytm.me/sm_6 :PPBL
65279a51489e82e19346fb3e,cisco.com,ac7d94536d1aa733b1d274ac047cfe13,[Safe-100],true,false,NULLBANKNAME,https://nps.bz/VISTARA-81576527,https://www.cisco.com/c/en/us/products/contact-center/webex-experience-management/index.html?ccid=cc001643,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]","Dear HARSH TYAGI, thank you for flying Vistara. We hope you had a pleasant experience flying UK 628 from UDR to DEL on 17-09-2023. Please take a few moments to rate your experience by clicking on the link below - https://nps.bz/VISTARA-81576527"
65279bfea0f57ddc8ff0cad3,amazon.in,8080962c441b5cac898e0b7deb9fab6f,[Safe-100],true,false,NULLBANKNAME,https://amzn.eu/d/bVOtpj2,https://www.amazon.in/,25,"This: amazon.in, is a geniune bank URL, Risk Score is 25",Deal of the day: LetsShave Balls and Body Trimmer for Men | Electric Trimmer for Groin & Pubic Hair Area | 90min Run Time | Unique V-Shaped Head | R-Style Ultra Thin Rounded Blade Edges - Anti Snagging Technology | 100% Waterproof | 3 Comb Attachment & Free Travel Bag | Multi-Directional Use https://amzn.eu/d/bVOtpj2
6516cff7a345d46d56e1a8c6,rmgb.in,79ba2b7945b7bb450c2ab822eb4459c2,[Safe-100],true,false,NULLBANKNAME,https://www.rmgb.in,https://www.rmgb.in/,25,"This: rmgb.in, is a geniune bank URL, Risk Score is 25",https://www.rmgb.in
6516d01aa345d46d56e1a8cf,vcbl.in,5009e6d308c54f3a224d9da5d81d5053,[Safe-100],true,false,NULLBANKNAME,https://www.vcbl.in,https://www.vcbl.in/,25,"This: vcbl.in, is a geniune bank URL, Risk Score is 25",https://www.vcbl.in
6516d036a345d46d56e1a8d6,ncb.coop,89bf034a5d5cba808488a85e9cddb598,[Safe-100],true,false,NULLBANKNAME,https://www.ncb.coop/,https://www.ncb.coop/,25,"This: ncb.coop, is a geniune bank URL, Risk Score is 25",https://www.ncb.coop/
651c69a6705c94c20dc32115,hdfc.com,c4bdbae9332889f96193dbe62125a6c0,[Safe-100],true,false,AXISBANKBK,hdfc.com,https://www.hdfc.com/,90,"[DANGER] - Alert!!, It didn't come from the bank. Risk Score is: 90 | -[POSSIBILY A SPAM ON BEHALF OF BANK]",Axis hdfc.com
651c73e395f3e36a2d2b9573,tucbld.com,175c45a95434637419140892c807aeaa,[Safe-100],true,false,TUCBLDBK,https://www.tucbld.com,https://www.tucbld.com/,35,"Bank Name and Bank URL Matched!!, Risk Score is: 35 | - Possibly a Geniune bank URL",urban co-op https://www.tucbld.com
651c7987d85bc897b05177ec,kvgbank.com,5273ed7f8f9375ec7859a9074d7d7c23,null,true,false,SBIBK,https://www.kvgbank.com,https://www.kvgbank.com/,58,"Bank URL Matched, but Bank Name does not matched!!, Risk Score is: 58 | Possibly a Geniune bank URL",SBI https://www.kvgbank.com
